USE [Ananas]
GO
SET IDENTITY_INSERT [dbo].[thumbnail] ON 

INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (1, N'commons/images/pro_A67008_1-500x500.jpg', N'commons/images/pro_A67008_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (2, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (3, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (4, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (5, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (6, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (7, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (8, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (9, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (10, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (11, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (12, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (13, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (14, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (15, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (16, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (17, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (18, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (19, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (20, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (21, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (22, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (23, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (24, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (25, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (26, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (27, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (28, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (29, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (30, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (31, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (32, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (33, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (34, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (35, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (36, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (37, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (38, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (39, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (40, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (41, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (42, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (43, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (44, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (45, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (46, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (47, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (48, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
INSERT [dbo].[thumbnail] ([id], [thumbnail1], [thumbnail2]) VALUES (49, N'commons/images/pro_A6T006_1-500x500.jpg', N'commons/images/pro_A6T006_2-500x500.jpg')
SET IDENTITY_INSERT [dbo].[thumbnail] OFF
SET IDENTITY_INSERT [dbo].[product] ON 

INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (1, N'Blue', N'Ananas Test 1', 300000, 1)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (2, N'Brown', N'Ananas Test 2', 400000, 2)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (3, N'Blue Sapphire', N'Ananas Test 3', 300000, 3)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (4, N'Black Olive', N'Ananas Test 4', 400000, 4)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (5, N'Black Coffee', N'Ananas Test 5', 500000, 5)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (6, N'Black Olive', N'Ananas Test 6', 600000, 6)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (7, N'Black Coffee', N'Ananas Test 7', 700000, 7)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (8, N'African', N'Ananas Test 8', 800000, 8)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (9, N'Beaver', N'Ananas Test 9', 900000, 9)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (10, N'Blood Red', N'Ananas Test 10', 1000000, 10)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (11, N'Blue Bell', N'Ananas Test 11', 1100000, 11)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (12, N'Blood Red', N'Ananas Test 12', 1200000, 12)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (13, N'Bisque', N'Ananas Test 13', 1300000, 13)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (14, N'African', N'Ananas Test 14', 1400000, 14)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (15, N'Bisque', N'Ananas Test 15', 1500000, 15)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (16, N'Aero', N'Ananas Test 16', 1600000, 16)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (17, N'Blond', N'Ananas Test 17', 1700000, 17)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (18, N'Bistre', N'Ananas Test 18', 1800000, 18)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (19, N'Bistre', N'Ananas Test 19', 1900000, 19)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (20, N'Bistre', N'Ananas Test 20', 2000000, 20)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (21, N'Beige', N'Ananas Test 21', 2100000, 21)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (22, N'Bisque', N'Ananas Test 22', 2200000, 22)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (23, N'Beaver', N'Ananas Test 23', 2300000, 23)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (24, N'Violet', N'Ananas Test 24', 2400000, 24)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (25, N'Aero Blue', N'Ananas Test 25', 2500000, 25)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (26, N'Bisque', N'Ananas Test 26', 2600000, 26)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (27, N'Black Olive', N'Ananas Test 27', 2700000, 27)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (28, N'Blue Sapphire', N'Ananas Test 28', 2800000, 28)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (29, N'Aero Blue', N'Ananas Test 29', 2900000, 29)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (30, N'Blue Bell', N'Ananas Test 30', 3000000, 30)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (31, N'Black Olive', N'Ananas Test 31', 3100000, 31)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (32, N'Blue Sapphire', N'Ananas Test 32', 3200000, 32)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (33, N'Beaver', N'Ananas Test 33', 3300000, 33)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (34, N'Beaver', N'Ananas Test 34', 3400000, 34)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (35, N'Blue Sapphire', N'Ananas Test 35', 3500000, 35)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (36, N'Aero', N'Ananas Test 36', 3600000, 36)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (37, N'Blue Bell', N'Ananas Test 37', 3700000, 37)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (38, N'Blond', N'Ananas Test 38', 3800000, 38)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (39, N'Black Olive', N'Ananas Test 39', 3900000, 39)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (40, N'Blue Sapphire', N'Ananas Test 40', 4000000, 40)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (41, N'Blood Red', N'Ananas Test 41', 4100000, 41)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (42, N'Blond', N'Ananas Test 42', 4200000, 42)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (43, N'Blue Sapphire', N'Ananas Test 43', 4300000, 43)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (44, N'Blond', N'Ananas Test 44', 4400000, 44)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (45, N'Bisque', N'Ananas Test 45', 4500000, 45)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (46, N'Blood Red', N'Ananas Test 46', 4600000, 46)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (47, N'Blood Red', N'Ananas Test 47', 4700000, 47)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (48, N'Beaver', N'Ananas Test 48', 4800000, 48)
INSERT [dbo].[product] ([id], [color], [name], [price], [thumbnail_id]) VALUES (49, N'Blood Red', N'Ananas Test 49', 4900000, 49)
SET IDENTITY_INSERT [dbo].[product] OFF
